Time,ax,ay,az
0.165039, -0.306437, 1.37897, 9.26973
0.271973, -0.459656, 0.919312, 9.49956
0.378052, -0.612875, -0.536266, 12.8321
0.487061, 9.65278, -1.30236, 20.7228
0.594971, -1.26405, -1.14914, -0.65118
0.70105, -0.344742, -0.344742, -0.306437
0.807983, -0.344742, -0.268133, -0.497961
0.915039, -0.229828, -0.268133, -0.842703
1.02197, -0.383047, -0.114914, 0.344742
1.12805, -62.7431, -12.4107, 10.1507
1.23499, -35.6617, -1.37897, 1.76202
1.34106, -13.3683, 2.14506, 3.75386
1.44702, -2.91116, 5.17113, 6.12875
1.625, -5.55418, 5.20944, 5.59248
1.73206, -5.55418, 5.01791, 5.51587
1.83801, -5.59248, 5.01791, 5.7074
1.94507, -5.55418, 5.13283, 4.903
2.05103, -5.51587, 4.9413, 5.55418
2.15698, -5.51587, 4.97961, 5.55418
2.26404, -5.59248, 5.01791, 5.7074
2.37, -5.63079, 5.17113, 5.7074
2.47705, -5.59248, 4.97961, 5.66909
2.58301, -5.59248, 4.9413, 5.36266
2.69006, -5.40096, 4.9413, 5.28605
2.79602, -5.63079, 4.97961, 5.36266
2.90295, -5.59248, 5.13283, 5.78401
