Time,ax,ay,az
0.175049, -5.17113, 1.76202, 8.1972
0.281982, -4.9413, 1.68541, 8.00568
0.388916, -4.86469, 1.57049, 8.08229
0.49585, -4.51995, 1.49388, 7.85246
0.602051, -5.01791, 1.6471, 8.38873
0.708984, -5.05622, 1.6471, 7.89076
0.815918, -4.903, 1.80032, 7.43111
0.921875, -4.74978, 1.83862, 8.12059
1.02905, -4.903, 1.6471, 7.85246
1.13501, -4.86469, 1.6471, 7.69924
1.24194, -4.86469, 1.6471, 7.92907
1.3479, -4.86469, 1.87693, 7.54602
1.45483, -4.903, 1.80032, 8.35042
1.56104, -4.9413, 1.76202, 8.27381
1.66699, -5.05622, 1.76202, 7.96737
1.85596, -4.9413, 1.80032, 8.23551
1.96191, -4.86469, 1.99184, 8.54194
2.06885, -4.9413, 1.91523, 7.96737
2.17603, -4.97961, 1.76202, 8.00568
2.28296, -4.9413, 1.76202, 7.69924
2.38892, -4.82639, 1.68541, 7.3545
2.49585, -4.74978, 1.6471, 8.38873
2.60205, -4.903, 1.76202, 8.08229
2.70898, -4.74978, 1.83862, 7.85246
2.81592, -5.01791, 1.76202, 8.35042
2.92188, -4.82639, 1.72371, 7.96737
