Time,ax,ay,az
0.177002, -0.689484, -1.34066, 9.42295
0.282959, -2.37489, -0.344742, 21.3357
0.390137, -7.23959, -5.78401, 25.013
0.496094, -0.268133, 0.114914, -0.344742
0.604004, -0.383047, 0.268133, -0.842703
0.709961, -0.536266, 0.383047, -0.995922
0.816162, -0.344742, 0.65118, -0.383047
0.923096, -0.306437, 0.804398, -0.344742
1.02905, -0.0766094, 0.881008, -0.153219
1.13599, -0.229828, 5.01791, -2.37489
1.24316, -5.28605, 5.7457, 11.7212
1.3501, -9.03991, 2.83455, 4.29012
1.45605, -7.00976, 2.91116, 5.05622
1.63696, -6.81823, 3.33251, 5.17113
1.74414, -7.08637, 2.87285, 5.32435
1.85107, -7.16298, 2.98777, 5.89892
1.95703, -7.23959, 2.87285, 5.43926
2.06396, -7.43111, 3.10268, 5.05622
2.17017, -7.3545, 2.98777, 5.51587
2.27612, -7.23959, 2.87285, 5.40096
2.38306, -7.12467, 2.71963, 5.20944
2.48901, -7.31619, 3.14098, 5.43926
2.59619, -7.16298, 2.98777, 5.51587
2.70215, -7.20128, 3.10268, 5.66909
2.80908, -7.16298, 3.14098, 5.09452
2.91504, -7.31619, 3.17929, 5.20944
