Time,ax,ay,az
0.158936, 2.68133, -0.995922, -6.89484
0.265869, 5.51587, -0.842703, -10.4189
0.373047, 5.43926, 1.91523, -18.5778
0.479004, 2.56641, -4.63487, -25.6258
0.585938, -4.86469, 5.43926, -1.49388
0.691895, -3.10268, 3.44742, 0.0383047
0.798828, 0.383047, 0.344742, 0.65118
0.908936, -2.29828, 11.3382, -14.7473
1.01489, 6.85654, -1.72371, -7.54602
1.12207, 1.99184, -1.87693, -5.17113
1.229, -2.22167, -5.43926, -7.89076
1.33691, -3.17929, -5.01791, -9.76769
1.44287, -3.44742, -4.0603, -10.4189
1.55005, -3.75386, -2.22167, -9.46126
1.71606, -3.37081, -2.10676, -8.58025
1.82202, -3.14098, -1.91523, -9.0016
1.92798, -3.56234, -0.268133, -8.38873
2.03491, -2.91116, -1.07253, -9.38465
2.14087, -3.02607, -1.03423, -9.0016
2.24805, -3.2942, -0.957617, -9.26973
2.35498, -2.52811, -0.0766094, -8.81008
2.46191, -1.80032, 0.65118, -9.53786
2.56787, -1.87693, -0.766094, -9.34634
2.67505, -2.4898, 0.0, -8.84838
2.78101, -3.02607, -0.344742, -9.53786
2.88696, -1.87693, -0.689484, -8.96329
2.9939, -1.34066, 0.306437, -10.2273
