Time,ax,ay,az
0.164063, 8.81008, 0.919312, -2.64302
0.27002, 3.71555, -1.95354, -4.63487
0.376953, 1.34066, -0.612875, -9.76769
0.483154, 4.17521, 0.881008, -14.7473
0.590088, 1.11084, -0.497961, -21.9869
0.696045, -9.46126, 3.21759, 7.3545
0.802979, 0.421352, 1.95354, 2.10676
0.910156, 14.0195, -3.75386, 7.12467
1.01611, 25.7791, 2.94946, -18.8459
1.12305, 3.56234, 8.65686, -6.85654
1.229, 3.63894, 3.83047, -6.81823
1.33594, 2.4515, 3.14098, -9.03991
1.44214, 2.64302, 3.21759, -8.23551
1.55298, 2.75794, 3.60064, -8.84838
1.71606, 2.87285, 2.79624, -8.54194
1.823, 2.33659, 3.17929, -9.46126
1.92993, 2.4898, 3.63894, -9.15482
2.03711, 2.37489, 0.114914, -10.7636
2.14307, 1.41727, 1.72371, -9.57617
2.25098, 1.18745, 2.98777, -7.89076
2.35693, 3.2559, 4.55826, -9.34634
2.46411, 1.87693, 3.71555, -8.23551
2.57007, 1.83862, 4.36673, -8.42703
2.677, 2.37489, 4.48165, -8.69516
2.78296, 2.64302, 4.51995, -7.54602
2.89014, 2.37489, 4.74978, -7.96737
2.99609, 2.10676, 4.32843, -8.23551
