Time,ax,ay,az
0.179932, -0.268133, 3.86877, 3.48573
0.286987, 0.957617, -0.804398, 6.62671
0.392944, -1.45558, -7.46941, 7.62263
0.500977, -4.51995, -11.8745, 16.8924
0.606934, -9.65278, -6.77993, 17.352
0.713989, -11.4531, -4.82639, 18.0032
0.819946, 3.56234, -0.957617, 1.30236
0.926025, 0.0383047, -0.229828, -0.191523
1.03296, 0.0766094, -0.306437, -0.0766094
1.14001, 0.0766094, -0.191523, -0.153219
1.24695, 0.0766094, -0.306437, -0.153219
1.35303, 0.0383047, -0.383047, -0.0766094
1.45996, 0.383047, 7.20128, -9.88261
1.63599, -0.804398, 11.9894, -6.5118
1.74292, -0.995922, -1.57049, -1.26405
1.849, -14.2493, -5.01791, -2.25998
1.95593, 0.153219, 1.80032, 0.881008
2.06201, 0.421352, 0.919312, 1.37897
2.16992, 8.04398, 0.957617, 13.9429
2.276, -2.4515, -1.6471, 7.27789
2.38293, -0.229828, -0.766094, 9.42295
2.48901, 0.919312, -0.306437, 9.34634
2.59497, 0.57457, -0.612875, 9.26973
2.70203, 0.881008, -0.497961, 9.46126
2.81201, 0.57457, -0.421352, 9.61448
2.91895, 0.727789, -0.421352, 9.34634
