Time,ax,ay,az
0.177002, -8.69516, 2.91116, 6.05214
0.28302, -1.14914, -0.459656, 6.97145
0.390991, -1.57049, -2.10676, 12.066
0.498047, -2.29828, -2.83455, 20.7611
0.605042, -0.306437, 0.114914, 14.5175
0.712036, -2.22167, -0.344742, 21.6038
0.817993, -4.13691, -6.39688, 10.9551
0.924988, 0.0766094, 0.0383047, -0.191523
1.03101, 0.0383047, -0.114914, -0.0383047
1.138, 0.153219, -0.0383047, 0.306437
1.245, 0.191523, 0.0, -0.0383047
1.35199, 0.191523, -0.0766094, 0.0766094
1.45801, 0.268133, -0.0766094, 0.421352
1.63202, 0.153219, -0.114914, 0.0
1.73804, 0.0766094, -0.0383047, 0.0
1.84503, 0.114914, 0.0, 0.0383047
1.95099, -4.29012, -76.7626, 44.1653
2.05804, 1.03423, 3.10268, -2.87285
2.164, 22.1784, -4.97961, -31.4865
2.27203, -1.22575, -4.82639, -2.94946
2.37799, -14.5941, 1.57049, 13.33
2.48401, -8.58025, -2.83455, 9.42295
2.591, 4.02199, 0.881008, 7.62263
2.69702, -2.68133, -0.766094, 8.58025
2.80402, -0.191523, -0.919312, 9.69109
2.91101, 0.57457, -0.459656, 9.49956
