Time,ax,ay,az
0.175781, -4.32843, 0.383047, 18.7693
0.282959, -4.48165, -0.459656, 24.8214
0.388916, -0.0766094, 0.114914, 0.995922
0.49585, -0.383047, -0.191523, 0.0
0.602783, -0.421352, -0.191523, -0.689484
0.708984, -0.421352, -0.114914, -0.57457
0.815918, -0.459656, -0.229828, -0.497961
0.921875, -0.421352, -0.153219, -0.727789
1.02881, -0.65118, -2.4515, -3.79216
1.13501, -0.268133, 0.191523, -1.45558
1.24194, 2.83455, 1.03423, 18.9225
1.34888, -7.27789, 1.91523, 6.09044
1.45581, -8.23551, -0.881008, 6.85654
1.63794, -1.03423, 0.383047, 8.69516
1.74487, -1.41727, 0.536266, 8.88668
1.85083, -1.22575, 0.459656, 8.73347
1.95801, -1.37897, 0.536266, 9.38465
2.06396, -1.26405, 0.459656, 9.15482
2.16992, -1.07253, 0.421352, 9.53786
2.27686, -1.37897, 0.421352, 9.15482
2.38696, -1.37897, 0.612875, 9.0016
2.4939, -1.30236, 0.497961, 9.11651
2.59985, -1.45558, 0.65118, 8.84838
2.70801, -1.22575, 0.459656, 9.15482
2.81396, -1.26405, 0.459656, 9.38465
2.9209, -1.41727, 0.57457, 9.26973
