Time,ax,ay,az
0.184021, 6.12875, -0.0383047, 16.4327
0.291016, -4.78809, -4.0986, 12.066
0.397034, -0.0766094, 0.0766094, -0.191523
0.505005, -0.0766094, -0.191523, -0.153219
0.611023, -0.114914, 0.0, -0.344742
0.718018, -0.0383047, -0.0383047, -0.383047
0.824036, -4.82639, 1.68541, -2.56641
0.93103, -2.91116, 1.22575, -0.804398
1.03699, 12.5639, -8.65686, 4.63487
1.14404, 0.191523, -8.1589, -0.842703
1.25104, -3.37081, -8.1589, 2.60472
1.35699, -0.995922, -2.4515, 10.7636
1.46399, -1.11084, -5.86062, 7.08637
1.646, -0.766094, -5.93723, 7.20128
1.75299, -0.995922, -5.7457, 7.81416
1.85901, -1.53219, -5.7074, 7.66094
1.96704, -0.612875, -5.7074, 6.70332
2.073, -0.65118, -5.43926, 7.16298
2.17999, -1.53219, -5.47757, 7.3928
2.28601, -1.68541, -5.59248, 8.38873
2.39203, -1.57049, -5.93723, 8.27381
2.49902, -1.6471, -5.51587, 7.81416
2.60504, -1.41727, -5.47757, 7.58433
2.716, -1.72371, -5.36266, 7.3545
2.82202, -1.6471, -5.63079, 7.62263
2.92902, -1.45558, -5.7074, 7.96737
