Time,ax,ay,az
0.18103, -0.268133, -1.99184, 6.77993
0.288025, -1.18745, -2.64302, 9.69109
0.39502, -0.766094, -2.10676, 24.5916
0.502014, -4.51995, -5.13283, 18.6544
0.609009, -2.94946, -2.56641, 1.45558
0.715027, -0.0766094, 0.0766094, -0.306437
0.822021, -0.114914, 0.0, -0.536266
0.92804, -0.114914, 0.114914, -0.612875
1.03601, 0.0, 0.153219, -0.344742
1.14203, 0.0, -6.39688, -8.73347
1.24902, -0.689484, 0.497961, -2.25998
1.35504, -0.995922, -11.2616, 12.9853
1.46204, -4.21351, -9.38465, 3.63894
1.56805, -4.29012, -7.85246, 3.63894
1.75403, -3.90708, -8.1972, 3.44742
1.86005, -4.02199, -8.58025, 3.52403
1.966, -3.79216, -8.1589, 3.37081
2.073, -4.13691, -8.08229, 3.60064
2.18005, -3.71555, -8.04398, 3.79216
2.28705, -3.98369, -8.1972, 3.2559
2.39301, -3.83047, -7.96737, 3.2559
2.5, -3.67725, -8.23551, 3.56234
2.60602, -3.94538, -8.12059, 3.60064
2.71301, -3.71555, -8.04398, 3.33251
2.81903, -3.98369, -8.23551, 3.2942
2.92603, -3.83047, -8.1589, 3.71555
