Time,ax,ay,az
0.177979, -0.536266, -0.497961, 10.6487
0.283997, -2.83455, 0.727789, 16.5476
0.390991, -5.51587, -4.0986, 12.4107
0.496948, 0.114914, -0.191523, -0.191523
0.603943, 0.114914, -0.268133, -0.191523
0.710999, 0.0766094, -0.229828, -0.421352
0.816956, 0.0766094, -0.191523, 0.114914
0.92395, 4.59656, 0.881008, 57.3804
1.02997, -0.536266, -2.64302, -2.94946
1.13696, 4.82639, -19.3822, -7.12467
1.24396, -7.31619, -8.50364, -3.2559
1.35095, -6.01384, -7.23959, -2.33659
1.45697, -4.97961, -7.77585, -2.52811
1.63696, -5.28605, -7.73755, -2.4898
1.74396, -5.47757, -7.50772, -3.10268
1.85095, -5.28605, -7.58433, -2.71963
1.95697, -5.40096, -7.62263, -2.4898
2.06299, -5.47757, -7.50772, -2.56641
2.16998, -5.36266, -7.69924, -2.64302
2.276, -5.63079, -7.62263, -2.60472
2.383, -5.13283, -7.50772, -2.25998
2.48999, -5.7457, -7.66094, -2.75794
2.59698, -5.43926, -7.46941, -2.91116
2.703, -5.32435, -7.27789, -3.75386
2.81, -6.09044, -8.31211, -1.6471
2.91595, -6.39688, -7.20128, -3.02607
