Time,ax,ay,az
0.195007, 0.114914, -0.114914, 9.57617
0.30101, -0.0766094, -0.191523, 9.8443
0.408005, 0.153219, -0.191523, 9.49956
0.514008, 0.153219, -0.0383047, 9.72939
0.621002, 0.0766094, -0.268133, 9.99752
0.727005, 0.229828, -0.153219, 9.65278
0.834, 0.114914, -0.153219, 9.49956
0.94101, 0.0383047, -0.0383047, 9.42295
1.04701, 0.114914, -0.229828, 9.42295
1.15401, 0.114914, -0.229828, 9.95922
1.26001, 0.0383047, -0.0766094, 9.26973
1.367, 0.0766094, -0.114914, 9.49956
1.47301, 0.0, -0.0766094, 9.57617
1.65501, 0.153219, -0.114914, 9.19312
1.761, 0.268133, -0.153219, 9.46126
1.86801, 0.191523, -0.0766094, 9.15482
1.97501, 0.191523, -0.153219, 9.11651
2.082, 0.191523, -0.306437, 9.53786
2.188, 0.114914, -0.0766094, 8.96329
2.29501, 0.153219, -0.0766094, 9.57617
2.40401, 0.114914, -0.114914, 9.57617
2.511, 0.153219, -0.268133, 9.76769
2.61801, 0.229828, -0.153219, 9.65278
2.72401, 0.114914, -0.0383047, 9.26973
2.832, 0.0766094, 0.0, 9.76769
2.938, 0.191523, -0.191523, 9.34634
