Time,ax,ay,az
0.187012, 0.191523, -0.229828, 9.34634
0.295013, 0.114914, -0.114914, 9.42295
0.401001, 0.114914, -0.0383047, 9.76769
0.507004, 0.114914, -0.191523, 9.26973
0.614014, 0.114914, -0.0383047, 9.30804
0.720001, 0.114914, -0.0383047, 9.34634
0.827011, 0.229828, -0.153219, 9.61448
0.933014, 0.191523, -0.153219, 9.92091
1.041, 0.0766094, -0.0383047, 9.92091
1.147, 0.0766094, -0.229828, 9.30804
1.25401, 0.191523, -0.153219, 9.42295
1.36, 0.0, -0.0766094, 9.26973
1.466, 0.191523, -0.114914, 9.49956
1.57301, 0.153219, -0.268133, 9.72939
1.804, 0.0766094, -0.306437, 9.65278
1.91101, 0.114914, -0.229828, 9.46126
2.02, 0.0383047, -0.153219, 9.46126
2.12701, 0.191523, -0.153219, 9.23143
2.233, 0.0, -0.229828, 9.11651
2.34001, 0.153219, -0.191523, 9.46126
2.44801, 0.114914, -0.0383047, 9.38465
2.554, 0.229828, -0.268133, 9.53786
2.662, 0.114914, -0.229828, 9.8443
2.76801, 0.153219, -0.0383047, 9.19312
2.875, 0.0766094, -0.114914, 9.61448
2.981, 0.153219, -0.153219, 9.46126
