Time,ax,ay,az
0.194, 0.0766094, -0.114914, 9.07821
0.300995, 0.0766094, -0.191523, 9.07821
0.408005, 0.0766094, -0.114914, 9.61448
0.513992, 0.153219, -0.306437, 9.8443
0.621002, 0.229828, -0.191523, 9.15482
0.727005, 0.191523, -0.229828, 9.72939
0.834, 0.153219, -0.268133, 9.46126
0.940994, 0.191523, -0.114914, 9.69109
1.047, 0.114914, -0.114914, 9.26973
1.15399, 0.229828, -0.114914, 9.07821
1.25999, 0.0766094, -0.191523, 9.65278
1.367, 0.114914, -0.114914, 9.34634
1.47299, 0.0, -0.191523, 9.69109
1.58, 0.191523, -0.191523, 9.30804
1.76199, 0.153219, -0.114914, 9.65278
1.87, 0.153219, -0.114914, 9.806
1.976, 0.191523, -0.0766094, 9.53786
2.08299, 0.0383047, -0.191523, 9.72939
2.189, 0.0383047, -0.191523, 9.61448
2.29601, 0.191523, -0.191523, 9.806
2.40199, 0.0383047, -0.114914, 9.46126
2.509, 0.0766094, -0.0766094, 9.69109
2.616, 0.153219, -0.0766094, 9.72939
2.722, 0.0766094, -0.0766094, 9.46126
2.82899, 0.229828, -0.191523, 9.46126
2.938, 0.0383047, -0.114914, 9.26973
