Time,ax,ay,az
0.175995, -0.229828, -1.14914, 8.1589
0.282013, 1.22575, -2.18337, 15.8964
0.389008, 5.43926, -9.88261, 42.4799
0.498016, 0.153219, -0.114914, -0.0766094
0.605011, 0.0383047, -0.0766094, -0.0766094
0.712006, -0.344742, -0.114914, -0.344742
0.819, 0.0, -0.191523, -0.114914
0.925995, 0.0766094, -0.0383047, 0.0766094
1.03302, -0.0383047, -0.153219, -0.191523
1.14001, 0.229828, -0.0383047, 0.0766094
1.246, -7.77585, -4.55826, 11.185
1.353, 1.49388, 2.83455, 17.5818
1.46002, -1.6088, -0.995922, 8.92499
1.63901, -1.22575, -1.34066, 8.27381
1.745, 0.0383047, -1.83862, 9.806
1.85202, -0.0766094, -0.727789, 9.99752
1.95801, -0.268133, -1.34066, 9.11651
2.065, -0.881008, -1.26405, 9.30804
2.172, -0.727789, -0.919312, 9.26973
2.27802, -0.65118, -1.07253, 9.61448
2.38501, -0.497961, -0.57457, 9.03991
2.491, -0.306437, -1.34066, 9.88261
2.59802, -0.421352, 1.03423, 9.57617
2.70401, -0.497961, -0.306437, 9.15482
2.811, -0.344742, 0.0383047, 9.23143
2.91702, -0.229828, -0.421352, 9.46126
