Time,ax,ay,az
0.190002, -1.30236, 0.191523, 9.11651
0.29599, -0.421352, -0.306437, 7.3545
0.403015, -0.497961, -1.91523, 9.23143
0.509003, -0.842703, -0.727789, 21.2208
0.615997, -3.44742, -7.50772, 34.7807
0.722992, -0.191523, 0.459656, -0.957617
0.82901, 0.153219, 0.497961, -0.65118
0.936005, 0.153219, 0.383047, -0.191523
1.04199, 0.229828, 0.344742, -0.191523
1.14902, 0.268133, 0.383047, -0.229828
1.255, 0.344742, 0.268133, -0.689484
1.362, -0.191523, 2.75794, 11.0317
1.46899, 0.191523, -1.03423, 12.449
1.57501, 6.66501, -0.881008, 11.1467
1.755, 2.22167, -0.306437, 8.92499
1.862, 1.91523, -0.766094, 8.42703
1.96899, 3.02607, -0.306437, 9.72939
2.078, 1.37897, -0.957617, 9.15482
2.185, -0.0766094, 1.14914, 9.69109
2.29102, 2.60472, 0.344742, 9.69109
2.39902, 5.17113, -2.06845, 7.58433
2.505, 4.97961, 0.0, 9.65278
2.612, 2.37489, -0.957617, 8.92499
2.72, 1.99184, -0.383047, 9.42295
2.82599, 2.18337, -0.306437, 9.30804
2.93301, 1.99184, -0.229828, 9.34634
