Time,ax,ay,az
0.174011, 0.881008, 3.94538, 7.12467
0.280029, 1.72371, 2.22167, 3.71555
0.388, 0.0, 0.191523, 6.47349
0.497009, -1.57049, 0.804398, 20.3015
0.603027, -2.33659, 3.2942, 26.0855
0.710999, -4.0603, 1.53219, 20.9144
0.817017, -4.25182, -1.57049, 11.2999
0.925049, -0.0766094, 0.344742, -0.957617
1.03101, -0.0766094, 0.497961, -0.919312
1.13904, -0.114914, 0.459656, -0.689484
1.24506, 0.0, 0.383047, -0.957617
1.35205, -0.0383047, 0.0766094, -0.804398
1.45801, 0.0, 0.229828, -0.766094
1.56403, 0.0, 0.0, -0.727789
1.73901, 28.2306, 8.35042, -38.8793
1.84705, 10.5338, 2.25998, -1.14914
1.953, 11.4914, -6.93315, -0.153219
2.06, 11.0317, -9.30804, 9.19312
2.16602, 9.03991, -4.21351, 8.73347
2.27203, 0.919312, -0.65118, 6.28197
2.37903, 3.48573, -1.41727, 5.13283
2.48602, 2.56641, -0.497961, 5.17113
2.59302, 5.89892, 0.268133, 5.32435
2.69904, 4.29012, 0.881008, 8.88668
2.80603, 4.63487, 1.03423, 8.54194
2.91205, 0.383047, 1.49388, 9.65278
