Time,ax,ay,az
0.179993, 1.26405, 2.64302, 7.20128
0.28595, -0.153219, 1.26405, 7.23959
0.393982, -0.344742, -1.11084, 6.09044
0.5, -1.18745, -0.459656, 5.32435
0.606995, 1.68541, -3.67725, 14.8239
0.712952, 0.191523, -2.18337, 25.1662
0.81897, -1.49388, -0.881008, 24.0553
0.925964, -0.919312, -0.229828, 14.0961
1.03296, -1.49388, 0.766094, 4.903
1.13995, -1.18745, -0.0766094, -0.536266
1.24597, -0.0766094, -0.0383047, -0.383047
1.35297, 0.0383047, 0.0, -0.268133
1.45898, 0.0, -0.191523, -0.421352
1.56494, 0.0383047, -0.0383047, -0.344742
1.73999, 0.0, -0.229828, -0.459656
1.84698, -4.02199, -1.18745, -0.689484
1.95294, -4.44334, -3.2942, -10.3806
2.06, -13.9046, -1.99184, -3.21759
2.16895, -18.0798, -5.43926, -0.306437
2.27496, -12.449, -4.40504, 3.17929
2.383, -9.42295, -3.02607, 3.2559
2.48895, -3.94538, -0.57457, 1.49388
2.59698, -3.21759, 2.71963, 3.86877
2.70398, -0.0383047, 2.41319, 5.28605
2.81097, -0.306437, 4.32843, 6.39688
2.91699, 0.421352, 3.17929, 8.08229
