time,ax,ay,az
0.10498, -0.995922, -0.114914, 7.43111
0.269989, -1.14914, 4.55826, 29.2265
0.377991, 1.41727, 3.21759, 30.4522
0.484985, -1.6471, 0.0383047, 1.95354
0.59198, -0.536266, -0.612875, -0.459656
0.699982, -0.383047, -0.114914, -0.65118
0.806976, -0.306437, 0.114914, -0.919312
0.914978, -0.421352, -0.0383047, -0.344742
1.02197, -0.306437, 0.0766094, -0.689484
1.129, -0.229828, 0.153219, -0.421352
1.237, 0.0766094, -5.93723, 3.40912
1.34399, -13.4066, -15.7432, 16.7008
1.452, -9.806, -1.72371, 14.2493
1.55899, -15.0537, -1.87693, 10.3806
1.73099, -0.995922, -1.26405, 9.99752
1.83798, -0.57457, -2.68133, 8.77177
1.94598, -0.344742, 0.766094, 7.81416
2.05298, 0.459656, -1.53219, 8.27381
2.16098, 1.49388, 0.344742, 7.69924
2.26797, 2.06845, 1.95354, 6.5118
2.375, 0.766094, -0.268133, 8.61855
2.48199, -0.0383047, -0.268133, 9.76769
2.58899, -0.114914, 1.18745, 10.2273
2.69699, 1.41727, -0.727789, 9.92091
2.80399, 1.07253, -0.0383047, 8.50364
2.91199, 1.57049, -0.65118, 8.92499
