Time,ax,ay,az
0.157043, -1.14914, -4.0986, 18.4629
0.264038, 9.30804, -7.50772, 40.7179
0.369995, -1.30236, -2.10676, -2.60472
0.47699, 0.497961, 1.22575, -1.34066
0.583008, 0.727789, 1.49388, -0.114914
0.690002, 0.459656, 1.26405, -0.612875
0.796021, 0.459656, 1.57049, -0.612875
0.902039, -0.919312, 1.26405, -0.306437
1.00903, -0.919312, 0.459656, -1.6088
1.11499, -1.30236, 1.6088, -4.59656
1.22302, -1.34066, 3.52403, 0.612875
1.32904, -8.69516, -3.40912, 22.9445
1.43604, 0.881008, -3.48573, 12.449
1.54199, -3.17929, -0.536266, 12.0277
1.71399, 1.53219, -0.153219, 9.76769
1.82001, -0.306437, -0.153219, 9.99752
1.927, -1.30236, -0.268133, 8.61855
2.03302, -0.268133, 0.153219, 9.88261
2.14001, 1.34066, -4.63487, 7.81416
2.24603, 1.03423, -2.68133, 6.74162
2.35303, 0.421352, -1.37897, 7.77585
2.45905, -1.22575, -1.49388, 11.0317
2.56604, -1.37897, 1.49388, 10.687
2.672, -1.80032, 0.421352, 12.1809
2.78101, -1.45558, -1.07253, 10.687
2.888, -1.03423, -0.536266, 8.50364
2.99402, 0.0383047, -2.71963, 9.34634
