Time,ax,ay,az
0.169006, 0.0766094, -0.114914, 9.57617
0.276001, 0.421352, -0.536266, 10.5721
0.382019, 0.459656, -1.07253, 11.185
0.489014, 0.268133, -5.82231, 22.4465
0.595032, 0.689484, -4.74978, 39.4155
0.70105, 0.0, -0.842703, -1.68541
0.808044, 0.383047, 0.191523, -1.07253
0.914001, 0.383047, 0.842703, -0.268133
1.02106, 0.344742, 0.804398, -0.536266
1.12701, 0.0766094, 1.07253, -0.421352
1.23401, -0.497961, 1.22575, -0.191523
1.34003, -1.53219, 0.65118, -0.229828
1.44702, -69.8294, -33.0569, 3.40912
1.55304, -7.69924, -4.44334, 4.29012
1.72504, -7.73755, -3.10268, 14.6707
1.83105, -7.66094, -2.4898, 10.8402
1.94104, -4.63487, -0.689484, 8.54194
2.04706, -3.44742, 0.536266, 8.31211
2.15503, -5.63079, 0.497961, 7.46941
2.26105, -5.82231, -1.76202, 6.58841
2.367, -6.47349, -1.95354, 7.77585
2.47504, -4.67317, -2.37489, 8.08229
2.58105, -3.2559, -0.919312, 9.76769
2.68805, -4.40504, -0.727789, 8.88668
2.79401, 1.41727, -3.44742, 8.00568
2.901, 0.191523, -2.14506, 9.30804
