Time,ax,ay,az
0.248001, 0.268133, -0.612875, 9.76769
0.354996, 0.114914, -0.383047, 9.61448
0.460999, 0.229828, -0.727789, 9.57617
0.567993, 0.153219, -0.612875, 9.46126
0.673996, 0.0, -0.383047, 9.38465
0.781006, 0.153219, -0.536266, 9.53786
0.888, 0.0383047, -0.497961, 9.61448
0.994003, 0.153219, -0.421352, 9.38465
1.101, 0.0766094, -0.57457, 9.46126
1.207, 0.0766094, -0.344742, 9.42295
1.314, 0.0766094, -0.459656, 9.49956
1.42, 0.114914, -0.612875, 9.26973
1.52699, -0.0766094, -0.536266, 9.30804
1.633, 0.229828, -0.536266, 9.57617
1.739, 0.0, -0.383047, 9.57617
1.847, 0.0766094, -0.57457, 9.57617
1.95399, 0.0383047, -0.536266, 9.38465
2.062, 0.191523, -0.497961, 9.65278
2.16901, 0.0383047, -0.383047, 9.8443
2.27699, 0.0766094, -0.497961, 9.53786
2.384, 0.0766094, -0.421352, 9.42295
2.495, 0.0, -0.383047, 9.46126
2.603, 0.0383047, -0.459656, 9.34634
2.71001, 0.0383047, -0.497961, 9.53786
2.81799, 0.0766094, -0.536266, 9.30804
2.924, 0.153219, -0.497961, 9.806
